Sample,GroundTruth,Prediction,GroundTruth_Label,Prediction_Label,Correct,Logit0,Logit1,Logit2,Logit3,Logit4,Prob0,Prob1,Prob2,Prob3,Prob4
6021,0,4,Normal,Unknown,No,-5.653722,-11.077606,-8.466073,-8.598417,-5.546433,0.448361,0.001977,0.026930,0.023592,0.499140
6022,0,0,Normal,Normal,Yes,-0.114378,-4.593287,-6.982687,-3.507601,-4.140446,0.939999,0.010665,0.000978,0.031584,0.016774
6023,0,0,Normal,Normal,Yes,3.216579,-13.650072,-12.302451,-3.585328,-2.384080,0.995216,0.000000,0.000000,0.001106,0.003678
6024,1,1,Supraventricular,Supraventricular,Yes,-7.869405,0.282340,-16.629412,-6.705107,-5.522080,0.000287,0.995792,0.000000,0.000920,0.003002
6025,0,0,Normal,Normal,Yes,-0.045269,-27.531940,-10.812788,-9.893737,-2.862550,0.943537,0.000000,0.000020,0.000050,0.056394
6026,2,0,Ventricular,Normal,No,-7.914204,-10.840140,-8.207978,-12.424028,-11.601851,0.544932,0.029216,0.406217,0.005994,0.013640
6027,2,4,Ventricular,Unknown,No,-8.120508,-16.209972,-7.960660,-8.599955,-7.335262,0.200573,0.000062,0.235339,0.124180,0.439846
6028,0,0,Normal,Normal,Yes,0.076824,-9.836715,-5.430497,-6.996663,-6.288680,0.993371,0.000049,0.004030,0.000842,0.001708
6029,0,0,Normal,Normal,Yes,1.979471,-14.842205,-4.870279,-5.565848,-4.231685,0.996418,0.000000,0.001056,0.000527,0.002000
6030,1,1,Supraventricular,Supraventricular,Yes,-6.260396,-1.298944,-8.642177,-5.713900,-6.016469,0.006807,0.972118,0.000629,0.011758,0.008688
6031,0,0,Normal,Normal,Yes,-3.654858,-34.137573,-8.645371,-16.136732,-9.982162,0.991480,0.000000,0.006744,0.000004,0.001772
6032,2,2,Ventricular,Ventricular,Yes,-13.340131,-16.650284,-6.274571,-7.645038,-7.229753,0.000521,0.000019,0.609899,0.154907,0.234654
6033,0,0,Normal,Normal,Yes,0.223663,-21.883568,-10.826716,-8.806495,-3.192578,0.968081,0.000000,0.000015,0.000116,0.031788
6034,0,0,Normal,Normal,Yes,-1.328139,-8.231699,-6.583434,-5.376411,-4.812650,0.948456,0.000952,0.004951,0.016553,0.029088
6035,0,0,Normal,Normal,Yes,0.383040,-8.695034,-6.241796,-6.245650,-4.212516,0.987304,0.000113,0.001310,0.001305,0.009968
6036,0,0,Normal,Normal,Yes,-0.071548,-12.075286,-10.301074,-3.040971,-4.980970,0.944508,0.000006,0.000034,0.048484,0.006967
6037,0,0,Normal,Normal,Yes,-4.747554,-12.745205,-9.966211,-7.105580,-7.646031,0.865453,0.000291,0.004686,0.081878,0.047693
6038,0,0,Normal,Normal,Yes,2.630223,-19.930243,-11.471749,-4.768706,-0.964512,0.972686,0.000000,0.000001,0.000595,0.026718
6039,1,1,Supraventricular,Supraventricular,Yes,-11.271171,-1.762916,-16.800123,-7.775239,-9.067927,0.000074,0.996815,0.000000,0.002441,0.000670
6040,0,0,Normal,Normal,Yes,-1.610359,-8.127259,-5.922805,-4.617004,-3.814771,0.851316,0.001258,0.011408,0.042104,0.093913
6041,0,0,Normal,Normal,Yes,2.459841,-27.668285,-15.654532,-9.376189,0.545540,0.871496,0.000000,0.000000,0.000006,0.128498
6042,0,0,Normal,Normal,Yes,1.427465,-12.894375,-7.977313,-4.536728,-5.200955,0.996041,0.000001,0.000082,0.002559,0.001317
6043,0,0,Normal,Normal,Yes,1.197797,-10.005354,-9.760344,-5.273540,-4.948955,0.996295,0.000014,0.000017,0.001541,0.002132
6044,0,3,Normal,Fusion,No,-3.376616,-11.443254,-15.358697,-2.098506,-7.446176,0.217049,0.000068,0.000001,0.779173,0.003708
6045,0,0,Normal,Normal,Yes,-2.383393,-4.402915,-12.615076,-5.971198,-5.292018,0.823069,0.109237,0.000030,0.022765,0.044899
6046,0,0,Normal,Normal,Yes,-4.783764,-5.973692,-7.735103,-7.591956,-5.655793,0.544980,0.165807,0.028486,0.032870,0.227857
6047,0,0,Normal,Normal,Yes,-0.894623,-11.181112,-6.740860,-5.602441,-3.032633,0.885082,0.000030,0.002559,0.007987,0.104342
6048,0,0,Normal,Normal,Yes,-2.508361,-7.072431,-8.163730,-7.034756,-4.836093,0.891064,0.009284,0.003118,0.009641,0.086894
6049,1,1,Supraventricular,Supraventricular,Yes,-8.611961,0.461651,-15.178923,-5.580828,-6.292418,0.000114,0.996357,0.000000,0.002367,0.001162
6050,0,0,Normal,Normal,Yes,-2.181158,-30.818253,-10.463415,-12.012033,-4.052576,0.866392,0.000000,0.000219,0.000047,0.133342
6051,0,0,Normal,Normal,Yes,1.649543,-18.495701,-12.110955,-7.056027,-2.542018,0.984941,0.000000,0.000001,0.000163,0.014895
6052,0,0,Normal,Normal,Yes,-2.480660,-5.733008,-6.247520,-2.494850,-4.350270,0.454153,0.017568,0.010502,0.447754,0.070023
6053,0,0,Normal,Normal,Yes,1.632616,-15.949503,-13.251806,-1.779396,-4.944456,0.966775,0.000000,0.000000,0.031879,0.001346
6054,0,0,Normal,Normal,Yes,2.568485,-18.152554,-17.102007,-0.719478,-11.695383,0.964013,0.000000,0.000000,0.035986,0.000001
6055,0,0,Normal,Normal,Yes,1.362731,-20.320103,-14.016300,-9.511311,-3.183542,0.989486,0.000000,0.000000,0.000019,0.010495
6056,0,0,Normal,Normal,Yes,2.262333,-24.777357,-11.565910,-6.837263,-2.605723,0.992259,0.000000,0.000001,0.000111,0.007629
6057,2,2,Ventricular,Ventricular,Yes,-11.360457,-9.676433,-6.682413,-14.139371,-13.144621,0.008758,0.047183,0.942044,0.000544,0.001471
6058,4,4,Unknown,Unknown,Yes,0.439545,-22.937519,-19.123480,-1.844166,1.761833,0.206020,0.000000,0.000000,0.020995,0.772986
6059,0,0,Normal,Normal,Yes,1.157600,-5.193109,-10.666688,-4.126511,-6.668148,0.992828,0.001733,0.000007,0.005035,0.000396
6060,0,0,Normal,Normal,Yes,-1.279663,-5.239040,-8.398503,-4.321894,-4.596057,0.905882,0.017280,0.000733,0.043236,0.032869
6061,0,0,Normal,Normal,Yes,1.744039,-16.916451,-5.198886,-4.993208,-3.435667,0.992279,0.000000,0.000958,0.001177,0.005586
6062,0,0,Normal,Normal,Yes,-1.496855,-10.275067,-6.266953,-7.324634,-3.050445,0.817618,0.000126,0.006933,0.002408,0.172916
6063,0,0,Normal,Normal,Yes,2.392539,-9.247179,-11.810900,-3.035672,-2.330143,0.986883,0.000009,0.000001,0.004333,0.008775
6064,0,1,Normal,Supraventricular,No,-7.815773,-2.920530,-7.755007,-4.190226,-5.871361,0.005548,0.741484,0.005895,0.208296,0.038777
6065,0,0,Normal,Normal,Yes,-5.138639,-10.536933,-7.363451,-9.721393,-7.662783,0.831279,0.003761,0.089851,0.008501,0.066608
6066,1,1,Supraventricular,Supraventricular,Yes,-10.741253,-2.147229,-9.770128,-7.144958,-9.350804,0.000184,0.991895,0.000485,0.006699,0.000738
6067,0,0,Normal,Normal,Yes,-2.336365,-4.546772,-5.747219,-4.241312,-6.196650,0.761869,0.083544,0.025152,0.113389,0.016046
6068,0,0,Normal,Normal,Yes,-3.079682,-21.682125,-19.329590,-3.713856,-5.630325,0.621734,0.000000,0.000000,0.329751,0.048515
6069,0,0,Normal,Normal,Yes,2.540063,-17.955578,-12.455750,-6.660483,-1.086075,0.973975,0.000000,0.000000,0.000098,0.025926
6070,0,0,Normal,Normal,Yes,-2.425253,-7.498027,-11.914197,-5.489267,-4.577255,0.855218,0.005358,0.000065,0.039939,0.099420
6071,0,0,Normal,Normal,Yes,2.549846,-18.266783,-13.180824,-2.142139,-4.170273,0.989731,0.000000,0.000000,0.009074,0.001194
6072,0,0,Normal,Normal,Yes,5.060840,-28.828209,-14.802075,-1.957517,-2.173427,0.998386,0.000000,0.000000,0.000894,0.000720
6073,0,0,Normal,Normal,Yes,8.180506,-23.957754,-15.540688,-1.501678,-4.663076,0.999935,0.000000,0.000000,0.000062,0.000003
6074,0,0,Normal,Normal,Yes,2.914287,-14.581081,-9.085140,-7.343254,-1.848716,0.991492,0.000000,0.000006,0.000035,0.008467
6075,4,0,Unknown,Normal,No,-0.366956,-5.152561,-8.029366,-4.439423,-1.924107,0.808675,0.006752,0.000380,0.013776,0.170417
6076,0,0,Normal,Normal,Yes,0.310020,-12.823903,-5.840657,-6.978098,-6.512638,0.996109,0.000002,0.002124,0.000681,0.001085
6077,0,0,Normal,Normal,Yes,-3.661346,-12.267116,-5.216273,-8.943870,-5.561475,0.732055,0.000134,0.154614,0.003719,0.109478
6078,0,0,Normal,Normal,Yes,-2.050579,-7.648313,-10.743261,-6.008538,-4.531677,0.903646,0.003349,0.000152,0.017262,0.075591
6079,2,3,Ventricular,Fusion,No,-12.453199,-10.446256,-10.284508,-8.850966,-9.790413,0.014662,0.109093,0.128246,0.537802,0.210197
6080,0,0,Normal,Normal,Yes,-3.941883,-11.940871,-9.691698,-10.769974,-8.116133,0.980403,0.000329,0.003121,0.001062,0.015085
6081,0,0,Normal,Normal,Yes,-1.470313,-7.927002,-7.667831,-5.227866,-3.455292,0.858864,0.001348,0.001747,0.020047,0.117994
6082,1,1,Supraventricular,Supraventricular,Yes,-6.760361,-2.840509,-10.619939,-6.868383,-6.544976,0.018673,0.941010,0.000394,0.016761,0.023161
6083,0,0,Normal,Normal,Yes,2.811599,-7.957242,-6.956207,-5.673909,-2.425001,0.994428,0.000021,0.000057,0.000205,0.005289
6084,0,0,Normal,Normal,Yes,-5.227417,-12.389365,-6.283602,-7.476368,-7.739907,0.651410,0.000505,0.226547,0.068730,0.052807
6085,0,0,Normal,Normal,Yes,-0.700744,-8.332116,-7.130109,-5.746902,-3.727013,0.946048,0.000459,0.001526,0.006087,0.045880
6086,1,1,Supraventricular,Supraventricular,Yes,-9.421892,-2.150584,-9.878431,-3.706148,-9.921041,0.000573,0.824655,0.000363,0.174060,0.000348
6087,3,3,Fusion,Fusion,Yes,-5.383191,-16.155796,-24.171101,3.176820,-7.810171,0.000192,0.000000,0.000000,0.999792,0.000017
6088,0,0,Normal,Normal,Yes,-0.661327,-9.279420,-5.034009,-5.658811,-5.118896,0.969797,0.000175,0.012236,0.006551,0.011240
6089,0,0,Normal,Normal,Yes,1.124102,-7.965338,-3.231628,-5.935060,-3.215943,0.973860,0.000110,0.012498,0.000837,0.012695
6090,3,3,Fusion,Fusion,Yes,-5.345270,-9.197437,-16.609808,-0.509466,-3.934549,0.007630,0.000162,0.000000,0.960933,0.031275
6091,0,0,Normal,Normal,Yes,-0.088734,-8.826286,-6.492353,-6.027072,-5.633783,0.991710,0.000159,0.001642,0.002615,0.003874
6092,1,1,Supraventricular,Supraventricular,Yes,-8.467001,0.010129,-18.523474,-6.261973,-6.502633,0.000207,0.996432,0.000000,0.001882,0.001479
6093,3,3,Fusion,Fusion,Yes,-6.023505,-13.706238,-21.356762,2.780826,-6.037606,0.000150,0.000000,0.000000,0.999702,0.000148
6094,0,0,Normal,Normal,Yes,-0.497094,-4.632178,-8.804196,-5.038363,-5.022564,0.963635,0.015419,0.000238,0.010272,0.010436
6095,0,0,Normal,Normal,Yes,-5.895834,-12.253958,-7.756263,-8.008075,-8.210567,0.726165,0.001258,0.112996,0.087842,0.071740
6096,0,0,Normal,Normal,Yes,3.005659,-22.935114,-14.291085,-10.634382,-1.209053,0.985437,0.000000,0.000000,0.000001,0.014561
6097,0,4,Normal,Unknown,No,-2.575857,-20.760506,-13.249204,-3.957939,-0.541792,0.112408,0.000000,0.000003,0.028221,0.859369
6098,1,1,Supraventricular,Supraventricular,Yes,-8.958187,0.087267,-11.243742,-1.775783,-8.034583,0.000102,0.865332,0.000010,0.134298,0.000257
6099,0,0,Normal,Normal,Yes,0.726299,-12.817453,-17.444098,-3.240351,-5.649244,0.979777,0.000001,0.000000,0.018554,0.001668
6100,0,0,Normal,Normal,Yes,3.604555,-19.127266,-13.835872,-6.652579,-1.465176,0.993721,0.000000,0.000000,0.000035,0.006245
6101,0,0,Normal,Normal,Yes,-0.669688,-35.848274,-13.131289,-12.872252,-3.404812,0.939060,0.000000,0.000004,0.000005,0.060932
6102,0,2,Normal,Ventricular,No,-7.207606,-11.380263,-6.074509,-8.309978,-7.653196,0.196340,0.003026,0.609687,0.065201,0.125745
6103,0,0,Normal,Normal,Yes,-4.451566,-13.210616,-10.053610,-9.307759,-5.492144,0.732666,0.000115,0.002704,0.005700,0.258815
6104,0,0,Normal,Normal,Yes,-3.121115,-8.071105,-5.886159,-6.703280,-4.603738,0.754766,0.005346,0.047530,0.020994,0.171363
6105,3,3,Fusion,Fusion,Yes,-4.036932,-11.444273,-16.296141,-1.829830,-4.178014,0.091255,0.000055,0.000000,0.829443,0.079247
6106,3,3,Fusion,Fusion,Yes,-8.997392,-12.036878,-26.085430,-1.130155,-4.492534,0.000370,0.000018,0.000000,0.966133,0.033479
6107,4,0,Unknown,Normal,No,-0.505755,-9.196316,-8.935812,-6.961538,-2.315933,0.857940,0.000144,0.000187,0.001348,0.140380
6108,0,0,Normal,Normal,Yes,3.491739,-13.681874,-9.332849,-5.415571,-1.171284,0.990515,0.000000,0.000003,0.000134,0.009348
6109,2,3,Ventricular,Fusion,No,-12.202973,-10.203435,-10.132972,-8.425725,-9.536306,0.013441,0.099272,0.106519,0.587322,0.193445
6110,0,0,Normal,Normal,Yes,0.612693,-6.199377,-5.856437,-4.685469,-3.725595,0.979710,0.001078,0.001519,0.004899,0.012794
6111,0,0,Normal,Normal,Yes,-2.388719,-10.399925,-8.407403,-7.609729,-6.021573,0.966551,0.000321,0.002351,0.005221,0.025556
6112,0,0,Normal,Normal,Yes,-3.806649,-5.799709,-16.551434,-6.620385,-7.662604,0.821413,0.111940,0.000002,0.049269,0.017376
6113,0,0,Normal,Normal,Yes,-3.230079,-8.893723,-6.724465,-7.208230,-3.462943,0.542059,0.001881,0.016461,0.010147,0.429452
6114,0,0,Normal,Normal,Yes,0.096266,-8.862849,-6.370330,-7.736573,-3.756546,0.977231,0.000126,0.001519,0.000387,0.020737
6115,1,1,Supraventricular,Supraventricular,Yes,-11.187807,0.059711,-11.182404,-3.527719,-9.408134,0.000013,0.972978,0.000013,0.026922,0.000075
6116,0,0,Normal,Normal,Yes,-0.231807,-9.224749,-15.698196,-6.380558,-3.051295,0.941711,0.000117,0.000000,0.002012,0.056160
6117,0,0,Normal,Normal,Yes,3.502204,-17.410488,-13.113177,-2.793164,-2.466856,0.995618,0.000000,0.000000,0.001837,0.002545
6118,1,1,Supraventricular,Supraventricular,Yes,-12.105237,0.302935,-11.965317,-10.218686,-13.082771,0.000004,0.999963,0.000005,0.000027,0.000002
6119,0,0,Normal,Normal,Yes,-0.676337,-9.168476,-5.505976,-6.260231,-5.730248,0.981993,0.000201,0.007846,0.003690,0.006269
6120,1,1,Supraventricular,Supraventricular,Yes,-9.614384,-1.461251,-11.865786,-2.750354,-10.586101,0.000226,0.783733,0.000024,0.215933,0.000085
6121,0,0,Normal,Normal,Yes,5.348745,-22.606207,-16.541557,-0.846289,-2.227962,0.997455,0.000000,0.000000,0.002034,0.000511
6122,0,0,Normal,Normal,Yes,-2.838124,-11.822773,-9.445866,-10.081425,-8.745174,0.995114,0.000125,0.001343,0.000711,0.002707
6123,3,3,Fusion,Fusion,Yes,-6.641479,-5.078886,-22.971375,-2.453470,-7.183152,0.013842,0.066042,0.000000,0.912063,0.008053
6124,0,1,Normal,Supraventricular,No,-4.962594,-4.118749,-11.463741,-4.588037,-6.349474,0.198768,0.462193,0.000298,0.289077,0.049663
6125,0,0,Normal,Normal,Yes,-0.635351,-24.853529,-7.132261,-13.415420,-4.687946,0.981462,0.000000,0.001480,0.000003,0.017055
6126,0,0,Normal,Normal,Yes,-2.680264,-20.398966,-12.893518,-7.988567,-5.818449,0.953881,0.000000,0.000035,0.004722,0.041362
6127,0,0,Normal,Normal,Yes,-3.232625,-6.953034,-7.020219,-5.855471,-3.454952,0.520800,0.012616,0.011796,0.037808,0.416980
6128,0,0,Normal,Normal,Yes,-2.488024,-8.863651,-9.649740,-4.680754,-6.283947,0.879854,0.001498,0.000683,0.098202,0.019763
6129,0,0,Normal,Normal,Yes,-2.569424,-9.131089,-12.304317,-10.994364,-9.346573,0.997176,0.001410,0.000059,0.000219,0.001136
6130,0,0,Normal,Normal,Yes,-1.649771,-13.640059,-7.415874,-7.958537,-3.293310,0.834548,0.000005,0.002614,0.001519,0.161314
6131,0,0,Normal,Normal,Yes,-1.878474,-6.674042,-7.641211,-6.033869,-2.830948,0.707777,0.005851,0.002224,0.011098,0.273050
6132,2,2,Ventricular,Ventricular,Yes,-4.352340,-5.537344,-2.180827,-5.320203,-4.057331,0.084743,0.025910,0.743331,0.032194,0.113822
6133,0,0,Normal,Normal,Yes,2.467622,-19.005724,-26.334526,-1.234181,-6.289063,0.975766,0.000000,0.000000,0.024081,0.000154
6134,0,0,Normal,Normal,Yes,2.834614,-22.496775,-12.551752,-10.222257,-1.494026,0.986984,0.000000,0.000000,0.000002,0.013014
6135,0,0,Normal,Normal,Yes,1.636985,-17.931286,-13.245859,-6.356900,-1.537202,0.959540,0.000000,0.000000,0.000324,0.040136
6136,0,0,Normal,Normal,Yes,0.233238,-12.503835,-12.060294,-5.142523,-2.664366,0.943583,0.000003,0.000004,0.004366,0.052044
6137,0,0,Normal,Normal,Yes,2.497361,-12.572817,-9.013335,-6.881709,-1.996592,0.988855,0.000000,0.000010,0.000084,0.011052
6138,0,0,Normal,Normal,Yes,-2.924810,-11.357809,-5.810646,-7.789254,-4.026915,0.716377,0.000156,0.039980,0.005528,0.237960
6139,0,0,Normal,Normal,Yes,-1.187092,-16.976856,-12.569642,-10.842758,-10.202517,0.999803,0.000000,0.000011,0.000064,0.000121
6140,0,0,Normal,Normal,Yes,-3.389743,-8.029995,-9.176963,-6.209816,-5.454498,0.833908,0.008052,0.002557,0.049702,0.105781
6141,2,4,Ventricular,Unknown,No,-9.754570,-16.711731,-7.539104,-7.724396,-7.379587,0.035047,0.000033,0.321232,0.266900,0.376787
6142,0,0,Normal,Normal,Yes,-1.210747,-12.869610,-6.178122,-7.058945,-3.302375,0.882347,0.000008,0.006142,0.002546,0.108957
6143,4,4,Unknown,Unknown,Yes,-5.022149,-6.938033,-4.964783,-5.226528,-1.965443,0.041188,0.006063,0.043620,0.033575,0.875554
6144,0,0,Normal,Normal,Yes,4.517544,-32.430164,-14.730565,-6.543093,-2.277461,0.998866,0.000000,0.000000,0.000016,0.001118
6145,0,0,Normal,Normal,Yes,-0.467010,-7.492045,-2.715529,-4.591855,-3.878955,0.865361,0.000770,0.091343,0.013989,0.028537
6146,3,3,Fusion,Fusion,Yes,-6.802331,-11.871094,-17.560402,-0.439433,-4.585907,0.001695,0.000011,0.000000,0.982747,0.015547
6147,0,0,Normal,Normal,Yes,-1.002723,-6.931235,-4.551659,-4.873050,-3.926591,0.904164,0.002407,0.025999,0.018853,0.048577
6148,0,0,Normal,Normal,Yes,-1.282139,-4.767437,-9.079970,-6.402780,-4.215642,0.917231,0.028108,0.000377,0.005478,0.048806
6149,0,0,Normal,Normal,Yes,-2.171802,-11.128516,-6.412395,-7.580983,-3.984751,0.845898,0.000109,0.012180,0.003786,0.138027
6150,1,1,Supraventricular,Supraventricular,Yes,-7.622673,-1.391104,-16.392641,-6.840900,-6.274114,0.001940,0.986351,0.000000,0.004239,0.007471
6151,0,0,Normal,Normal,Yes,-0.688356,-7.096635,-7.735139,-5.359983,-4.034526,0.955024,0.001574,0.000831,0.008936,0.033635
6152,0,2,Normal,Ventricular,No,-5.622446,-9.560564,-5.418876,-7.004796,-5.730072,0.294620,0.005741,0.361136,0.073946,0.264558
6153,0,0,Normal,Normal,Yes,-1.384276,-6.397457,-7.764488,-6.913153,-4.148899,0.929960,0.006184,0.001576,0.003692,0.058587
6154,0,0,Normal,Normal,Yes,2.343063,-12.516134,-7.890783,-6.265017,-2.639456,0.992974,0.000000,0.000036,0.000181,0.006809
6155,0,0,Normal,Normal,Yes,-3.885377,-6.522966,-11.619699,-7.383931,-4.943848,0.690037,0.049361,0.000302,0.020867,0.239433
6156,0,0,Normal,Normal,Yes,2.056673,-25.683849,-13.429111,-9.467105,-1.083990,0.958530,0.000000,0.000000,0.000009,0.041460
6157,1,1,Supraventricular,Supraventricular,Yes,-10.630863,-1.650552,-7.833713,-3.551229,-9.035764,0.000109,0.867846,0.001791,0.129715,0.000538
6158,0,0,Normal,Normal,Yes,3.235513,-27.887302,-15.383368,-9.040698,-3.790557,0.999108,0.000000,0.000000,0.000005,0.000888
6159,3,3,Fusion,Fusion,Yes,-7.799773,-6.328664,-21.395477,-1.139403,-5.634387,0.001258,0.005477,0.000000,0.982297,0.010967
6160,0,4,Normal,Unknown,No,-5.936792,-15.932011,-13.372313,-5.350078,-4.713826,0.161396,0.000007,0.000095,0.290201,0.548301
6161,0,0,Normal,Normal,Yes,2.231858,-12.325622,-14.914680,-5.034077,-7.135267,0.999216,0.000000,0.000000,0.000698,0.000085
6162,0,0,Normal,Normal,Yes,-2.488493,-12.905216,-4.735733,-6.270943,-4.613278,0.801317,0.000024,0.084692,0.018243,0.095724
6163,0,0,Normal,Normal,Yes,2.142092,-25.123671,-12.665150,-11.158216,-2.243976,0.987701,0.000000,0.000000,0.000002,0.012296
6164,1,1,Supraventricular,Supraventricular,Yes,-11.230249,-0.227248,-12.465261,-7.702643,-10.492454,0.000017,0.999377,0.000005,0.000567,0.000035
6165,4,4,Unknown,Unknown,Yes,-4.782320,-7.865492,-6.815933,-4.775954,-2.052437,0.057097,0.002616,0.007472,0.057461,0.875355
6166,0,0,Normal,Normal,Yes,1.817503,-14.197983,-4.169141,-5.139833,-3.540380,0.991892,0.000000,0.002492,0.000944,0.004673
6167,0,0,Normal,Normal,Yes,3.031445,-13.285103,-8.209211,-7.048010,-4.176012,0.999204,0.000000,0.000013,0.000042,0.000740
6168,0,0,Normal,Normal,Yes,-1.900206,-12.111340,-4.876363,-7.170103,-3.109540,0.738244,0.000027,0.037642,0.003798,0.220289
6169,1,1,Supraventricular,Supraventricular,Yes,-6.207900,0.153384,-14.656840,-4.990905,-4.471267,0.001698,0.982929,0.000000,0.005733,0.009640
6170,4,4,Unknown,Unknown,Yes,-3.894245,-8.455483,-7.625456,-4.955804,-1.027619,0.052748,0.000551,0.001264,0.018246,0.927190
6171,0,0,Normal,Normal,Yes,5.531230,-22.087000,-13.826002,-0.583807,-3.661582,0.997694,0.000000,0.000000,0.002204,0.000102
6172,0,0,Normal,Normal,Yes,3.722683,-16.620073,-13.858248,-5.458838,-0.061471,0.977679,0.000000,0.000000,0.000101,0.022221
6173,0,4,Normal,Unknown,No,0.345220,-30.205702,-16.811819,-7.642102,0.705188,0.410910,0.000000,0.000000,0.000140,0.588950
6174,0,0,Normal,Normal,Yes,-0.833169,-18.997114,-11.002029,-5.276147,-2.277035,0.801402,0.000000,0.000031,0.009425,0.189142
6175,3,3,Fusion,Fusion,Yes,-16.295429,-11.891737,-29.339705,0.479139,-12.784153,0.000000,0.000004,0.000000,0.999994,0.000002
6176,0,0,Normal,Normal,Yes,2.137473,-13.098039,-9.769100,-6.485411,-3.833501,0.997269,0.000000,0.000007,0.000179,0.002545
6177,0,0,Normal,Normal,Yes,1.846327,-13.418191,-17.969210,-1.032753,-5.539274,0.946247,0.000000,0.000000,0.053166,0.000587
6178,0,0,Normal,Normal,Yes,3.052410,-29.101662,-14.353614,-8.749243,-2.709857,0.996858,0.000000,0.000000,0.000007,0.003134
6179,0,0,Normal,Normal,Yes,1.712825,-15.212299,-4.501983,-6.168093,-2.974557,0.988544,0.000000,0.001977,0.000374,0.009105
6180,0,0,Normal,Normal,Yes,-3.461946,-9.231916,-5.308280,-4.283774,-6.666803,0.609338,0.001901,0.096162,0.267881,0.024718
6181,0,0,Normal,Normal,Yes,3.499174,-23.827915,-14.490685,-10.128061,-3.067170,0.998594,0.000000,0.000000,0.000001,0.001405
6182,0,1,Normal,Supraventricular,No,-4.570802,-4.406351,-10.108002,-5.101162,-6.297990,0.339114,0.399729,0.001335,0.199532,0.060289
6183,0,0,Normal,Normal,Yes,3.388973,-18.417429,-13.374084,-7.405590,-1.307390,0.990934,0.000000,0.000000,0.000020,0.009046
6184,0,0,Normal,Normal,Yes,1.681128,-10.326465,-8.094745,-4.924292,-5.367515,0.997721,0.000006,0.000057,0.001350,0.000867
6185,4,4,Unknown,Unknown,Yes,-5.387951,-7.962106,-6.398901,-6.163508,-1.173883,0.014382,0.001096,0.005233,0.006622,0.972667
6186,0,0,Normal,Normal,Yes,3.198804,-14.371621,-13.463679,-5.751467,-3.431952,0.998553,0.000000,0.000000,0.000130,0.001317
6187,0,0,Normal,Normal,Yes,2.310271,-28.362148,-11.847935,-6.907891,-2.876627,0.994343,0.000000,0.000001,0.000099,0.005558
6188,0,0,Normal,Normal,Yes,3.091951,-25.537273,-15.376924,-10.304053,0.191841,0.947851,0.000000,0.000000,0.000001,0.052148
6189,0,0,Normal,Normal,Yes,2.757350,-13.478757,-11.824346,-4.808854,-1.253589,0.981706,0.000000,0.000000,0.000508,0.017785
6190,0,0,Normal,Normal,Yes,1.526259,-13.320790,-10.659397,-5.630210,-4.572435,0.996978,0.000000,0.000005,0.000777,0.002239
6191,2,2,Ventricular,Ventricular,Yes,-9.067158,-6.427941,-0.107091,-6.433987,-7.672513,0.000128,0.001791,0.995785,0.001780,0.000516
6192,0,0,Normal,Normal,Yes,4.871264,-20.551144,-15.828242,-1.347537,-2.755948,0.997528,0.000000,0.000000,0.001987,0.000486
6193,2,2,Ventricular,Ventricular,Yes,-11.560175,-13.650930,-7.912099,-8.889332,-8.264108,0.012348,0.001526,0.474184,0.178460,0.333482
6194,1,1,Supraventricular,Supraventricular,Yes,-7.410911,-0.686598,-6.361991,-6.849883,-5.876596,0.001187,0.987842,0.003388,0.002080,0.005504
6195,0,0,Normal,Normal,Yes,0.905174,-8.401441,-9.166976,-4.574634,-4.028379,0.988627,0.000090,0.000042,0.004123,0.007119
6196,0,0,Normal,Normal,Yes,1.917071,-8.297094,-9.884712,-5.924809,-5.968143,0.999187,0.000037,0.000007,0.000393,0.000376
6197,0,0,Normal,Normal,Yes,-2.625057,-8.267289,-6.702869,-5.586831,-4.482525,0.814144,0.002886,0.013795,0.042113,0.127061
6198,0,0,Normal,Normal,Yes,2.632393,-27.781275,-15.350736,-9.846240,0.189555,0.920033,0.000000,0.000000,0.000004,0.079964
6199,0,0,Normal,Normal,Yes,-0.823033,-8.936025,-4.830559,-7.011718,-6.373224,0.976165,0.000292,0.017745,0.002004,0.003794
6200,0,0,Normal,Normal,Yes,-1.826467,-11.749659,-6.704545,-8.234887,-3.389767,0.820511,0.000040,0.006245,0.001352,0.171851
6201,3,3,Fusion,Fusion,Yes,-4.690026,-15.258651,-23.987612,2.669456,-11.034154,0.000636,0.000000,0.000000,0.999363,0.000001
6202,0,0,Normal,Normal,Yes,-2.069362,-11.239645,-9.079837,-10.238910,-8.991102,0.997729,0.000104,0.000900,0.000283,0.000984
6203,0,0,Normal,Normal,Yes,-5.711515,-11.541716,-6.688679,-6.953113,-6.496686,0.470748,0.001383,0.177179,0.136010,0.214681
6204,0,0,Normal,Normal,Yes,-0.756947,-8.819105,-13.218097,-2.941496,-4.424652,0.878439,0.000277,0.000003,0.098849,0.022431
6205,0,0,Normal,Normal,Yes,1.655188,-9.553696,-10.230141,-4.242124,-4.317110,0.994712,0.000013,0.000007,0.002732,0.002535
6206,0,0,Normal,Normal,Yes,0.853118,-11.867185,-6.255001,-7.734217,-3.914880,0.990584,0.000003,0.000811,0.000185,0.008417
6207,1,1,Supraventricular,Supraventricular,Yes,-8.045188,-2.226907,-10.444159,-3.256631,-7.786082,0.002179,0.733030,0.000198,0.261769,0.002824
